15.512954 1:0.529997 2:0.359809 3:0.258000 4:0.056763 5:0.083074 6:0.208826 7:0.251000 8:0.042990 9:0.091888 10:0.188866 11:0.244000 12:-0.012828 13:0.141369 14:0.112612 15:0.245000 16:-0.014881 17:0.142969 18:0.109851 19:0.671995 20:0.496966 21:0.311999 22:0.008675 23:0.258789 24:0.281289 25:0.305999 26:-0.007528 27:0.272066 28:0.252505 29:0.302999 30:-0.044931 31:0.306246 32:0.192215 33:0.303999 34:-0.047449 35:0.304530 36:0.185563 37:0.018470 38:4.945538 39:0.325247 40:-0.245835 41:0.504753 42:0.233333 
5.651470 1:0.253000 2:0.232429 3:0.200000 4:-0.010321 5:0.091678 6:0.068457 7:0.200000 8:-0.013527 9:0.093363 10:0.063321 11:0.200000 12:-0.038418 13:0.130444 14:0.043277 15:0.200000 16:-0.041409 17:0.134731 18:0.040804 19:0.262000 20:0.245455 21:0.200000 22:-0.033115 23:0.160963 24:0.072469 25:0.200000 26:-0.040591 27:0.167215 28:0.061069 29:0.200000 30:-0.041300 31:0.161553 32:0.056317 33:0.200000 34:-0.044008 35:0.164463 36:0.052955 37:0.009667 38:2.914478 39:0.227025 40:-0.029781 41:0.360563 42:0.011111 
10.109294 1:0.492997 2:0.309009 3:0.233000 4:0.015351 5:0.096164 6:0.130298 7:0.233000 8:0.002163 9:0.100301 10:0.104892 11:0.230000 12:-0.014600 13:0.110886 14:0.080604 15:0.230000 16:-0.015831 17:0.111851 18:0.079082 19:0.500997 20:0.325555 21:0.232000 22:0.019013 23:0.112873 24:0.159416 25:0.233000 26:-0.013453 27:0.145486 28:0.113468 29:0.232000 30:-0.022682 31:0.138515 32:0.088005 33:0.232000 34:-0.024221 35:0.141505 36:0.087336 37:0.009294 38:4.448552 39:0.132427 40:0.543834 41:0.754560 42:0.277778 
63.376793 1:0.353999 2:0.189148 3:0.200000 4:0.055429 5:0.007005 6:0.092808 7:0.200000 8:0.050300 9:0.007641 10:0.082894 11:0.200000 12:0.026220 13:0.012005 14:0.045832 15:0.200000 16:0.026588 17:0.011811 18:0.046079 19:0.510997 20:0.349384 21:0.251000 22:0.033530 23:0.119711 24:0.201173 25:0.243000 26:0.044491 27:0.093624 28:0.199595 29:0.238000 30:-0.018529 31:0.145634 32:0.103460 33:0.239000 34:-0.017926 35:0.143666 36:0.103223 37:0.012954 38:4.892022 39:0.249697 40:-0.251188 41:0.533222 42:0.238889 
21.457094 1:0.257000 2:0.093486 3:0.200000 4:0.027704 5:0.005031 6:0.032890 7:0.200000 8:0.023293 9:0.006486 10:0.030062 11:0.200000 12:0.011844 13:0.009218 14:0.020512 15:0.200000 16:0.007374 17:0.011543 18:0.018722 19:0.297999 20:0.155176 21:0.200000 22:0.020537 23:0.031795 24:0.067691 25:0.200000 26:0.013196 27:0.037367 28:0.060470 29:0.200000 30:0.001460 31:0.045336 32:0.047848 33:0.200000 34:-0.006716 35:0.053350 36:0.041700 37:0.010490 38:3.553049 39:0.382885 40:-0.338182 41:0.334129 42:0.022222 
6.320752 1:0.407998 2:0.250746 3:0.200000 4:0.013959 5:0.079268 6:0.113696 7:0.200000 8:0.002440 9:0.084475 10:0.090224 11:0.200000 12:-0.011426 13:0.084920 14:0.060449 15:0.200000 16:-0.012894 17:0.086245 18:0.058699 19:0.450998 20:0.294278 21:0.214000 22:0.020842 23:0.097122 24:0.150485 25:0.214000 26:-0.010606 27:0.132137 28:0.105423 29:0.213000 30:-0.022297 31:0.127295 32:0.075466 33:0.212000 34:-0.023944 35:0.130425 36:0.074255 37:0.009405 38:4.445857 39:0.136070 40:0.546164 41:0.749091 42:0.272222 
30.075211 1:0.412998 2:0.264285 3:0.226000 4:0.089459 5:0.020567 6:0.202763 7:0.201000 8:-0.029864 9:0.130547 10:0.059070 11:0.202000 12:-0.039471 13:0.131051 14:0.042723 15:0.202000 16:-0.030874 17:0.117693 18:0.049097 19:0.527997 20:0.356601 21:0.275000 22:0.095286 23:0.066546 24:0.274669 25:0.250000 26:-0.065618 27:0.239739 28:0.083028 29:0.252000 30:-0.071380 31:0.222505 32:0.064684 33:0.251000 34:-0.062089 35:0.211603 36:0.072978 37:0.013142 38:4.169363 39:0.428606 40:1.437838 41:0.418482 42:0.050000 
82.982735 1:0.298999 2:0.131800 3:0.200000 4:0.041221 5:0.005843 6:0.057960 7:0.200000 8:0.032157 9:0.006963 10:0.044786 11:0.200000 12:0.018096 13:0.009380 14:0.028555 15:0.200000 16:0.017990 17:0.009600 18:0.028793 19:0.412998 20:0.248158 21:0.209000 22:0.032811 23:0.059972 24:0.135815 25:0.200000 26:0.011708 27:0.079199 28:0.107644 29:0.200000 30:-0.014486 31:0.088380 32:0.057383 33:0.200000 34:-0.011721 35:0.084558 36:0.059570 37:0.008994 38:4.492992 39:0.311102 40:0.077392 41:0.317306 42:0.038889 
24.826624 1:0.276000 2:0.137922 3:0.200000 4:0.042726 5:0.012336 6:0.079175 7:0.200000 8:-0.015870 9:0.062688 10:0.035012 11:0.200000 12:0.004340 13:0.032100 14:0.038599 15:0.200000 16:-0.026483 17:0.062622 18:0.020932 19:0.326999 20:0.199638 21:0.200000 22:0.015706 23:0.061758 24:0.096793 25:0.200000 26:-0.047256 27:0.164809 28:0.047349 29:0.200000 30:-0.015360 31:0.091623 32:0.058307 33:0.200000 34:-0.029599 35:0.108032 36:0.044394 37:0.012238 38:4.103217 39:0.339497 40:-0.043683 41:0.475906 42:0.066667 
5.909674 1:0.433998 2:0.299909 3:0.228000 4:0.081610 5:0.035788 6:0.217446 7:0.216000 8:-0.024725 9:0.138913 10:0.080223 11:0.214000 12:-0.026964 13:0.142545 14:0.077766 15:0.214000 16:-0.031266 17:0.149102 18:0.073826 19:0.503997 20:0.373974 21:0.254000 22:0.060086 23:0.104705 24:0.255100 25:0.249000 26:-0.084269 27:0.289289 28:0.077291 29:0.246000 30:-0.049436 31:0.229591 32:0.105470 33:0.246000 34:-0.052678 35:0.235059 36:0.102597 37:0.009955 38:3.978265 39:0.233744 40:0.053885 41:0.537387 42:0.094444 
80.121284 1:0.307999 2:0.164910 3:0.200000 4:0.057216 5:0.007228 6:0.098023 7:0.200000 8:0.015617 9:0.031068 10:0.056888 11:0.200000 12:0.009240 13:0.025434 14:0.038538 15:0.200000 16:0.006790 17:0.027870 18:0.037639 19:0.435998 20:0.308956 21:0.219000 22:0.042667 23:0.085926 24:0.198024 25:0.214000 26:-0.028892 27:0.195677 28:0.113308 29:0.208000 30:-0.025690 31:0.154696 32:0.087571 33:0.209000 34:-0.029650 35:0.161471 36:0.084163 37:0.011787 38:3.487935 39:0.358780 40:0.010254 41:0.659843 42:0.072222 
52.089828 1:0.273000 2:0.144895 3:0.200000 4:0.050049 5:0.009025 6:0.086728 7:0.200000 8:0.014093 9:0.024268 10:0.044926 11:0.200000 12:0.002358 13:0.026707 14:0.029867 15:0.200000 16:0.006421 17:0.023472 18:0.031970 19:0.332999 20:0.228021 21:0.200000 22:0.042232 23:0.050160 24:0.153903 25:0.200000 26:-0.027596 27:0.134742 28:0.066085 29:0.200000 30:-0.028349 31:0.123475 32:0.056828 33:0.200000 34:-0.019192 35:0.111173 36:0.066010 37:0.010527 38:4.089287 39:0.285668 40:1.014295 41:0.477804 42:0.066667 
11.035278 1:0.374998 2:0.245711 3:0.200000 4:0.024613 5:0.059236 6:0.116618 7:0.200000 8:0.014700 9:0.072297 10:0.107241 11:0.200000 12:-0.005710 13:0.087363 14:0.074426 15:0.200000 16:-0.012783 17:0.097331 18:0.068134 19:0.445998 20:0.334989 21:0.221000 22:-0.012923 23:0.171741 24:0.136096 25:0.224000 26:-0.021121 27:0.192351 28:0.133499 29:0.219000 30:-0.016892 31:0.169403 32:0.123524 33:0.219000 34:-0.022129 35:0.177869 36:0.117636 37:0.013728 38:3.768043 39:0.433860 40:-0.447424 41:0.527746 42:0.061111 
12.523344 1:0.440998 2:0.277174 3:0.213000 4:0.026202 5:0.062577 6:0.120132 7:0.213000 8:0.032004 9:0.055918 10:0.125510 11:0.207000 12:-0.008330 13:0.100787 14:0.081623 15:0.207000 16:-0.010830 17:0.103989 18:0.079057 19:0.522997 20:0.359974 21:0.244000 22:-0.006231 23:0.163312 24:0.147832 25:0.244000 26:-0.007600 27:0.159999 28:0.141419 29:0.241000 30:-0.016160 31:0.167922 32:0.128301 33:0.241000 34:-0.017982 35:0.170699 36:0.126557 37:0.016803 38:4.637192 39:0.341744 40:0.076460 41:0.566599 42:0.188889 
30.570702 1:0.408998 2:0.254881 3:0.204000 4:0.030559 5:0.054527 6:0.124076 7:0.202000 8:0.026018 9:0.056626 10:0.115831 11:0.200000 12:-0.000690 13:0.074075 14:0.072585 15:0.200000 16:-0.004765 17:0.076145 18:0.066023 19:0.550996 20:0.390657 21:0.261000 22:-0.002420 23:0.198667 24:0.192378 25:0.257000 26:-0.015201 27:0.211353 28:0.171698 29:0.253000 30:-0.006646 31:0.185822 32:0.168852 33:0.255000 34:-0.032819 35:0.214987 36:0.133176 37:0.011589 38:4.254477 39:0.370936 40:-0.285942 41:0.369235 42:0.055556 
79.167435 1:0.275000 2:0.104414 3:0.200000 4:0.028884 5:0.005732 6:0.036423 7:0.200000 8:0.029849 9:0.005153 10:0.036392 11:0.200000 12:0.013319 13:0.007925 14:0.020197 15:0.200000 16:0.013835 17:0.007723 18:0.020457 19:0.359999 20:0.200717 21:0.200000 22:0.027418 23:0.040989 24:0.097186 25:0.200000 26:0.021711 27:0.042566 28:0.085766 29:0.200000 30:-0.008413 31:0.057936 32:0.042918 33:0.200000 34:-0.006304 35:0.055377 36:0.044181 37:0.008883 38:4.086979 39:0.081714 40:-0.259795 41:0.548569 42:0.083333 
20.566984 1:0.353999 2:0.220253 3:0.200000 4:0.019729 5:0.054629 6:0.097575 7:0.200000 8:0.024866 9:0.054566 10:0.110696 11:0.200000 12:-0.011133 13:0.073974 14:0.051803 15:0.200000 16:-0.009566 17:0.072092 18:0.053069 19:0.449998 20:0.334876 21:0.223000 22:-0.014383 23:0.173588 24:0.134342 25:0.223000 26:0.005893 27:0.158630 28:0.175406 29:0.219000 30:-0.028709 31:0.176229 32:0.100876 33:0.218000 34:-0.023464 35:0.167949 36:0.106173 37:0.016319 38:4.232691 39:0.387143 40:-0.026779 41:0.684990 42:0.172222 
44.745110 1:0.339999 2:0.185115 3:0.200000 4:0.043086 5:0.020198 6:0.098511 7:0.200000 8:0.021023 9:0.030139 10:0.066257 11:0.200000 12:0.005114 13:0.034250 14:0.042211 15:0.200000 16:0.004264 17:0.034255 18:0.040835 19:0.453997 20:0.314310 21:0.226000 22:0.035536 23:0.096533 24:0.187142 25:0.219000 26:-0.021658 27:0.166309 28:0.109376 29:0.216000 30:-0.019047 31:0.140367 32:0.093472 33:0.216000 34:-0.025156 35:0.148144 36:0.086355 37:0.012219 38:4.029959 39:0.301874 40:-0.128913 41:0.615115 42:0.122222 
11.339054 1:0.443998 2:0.301579 3:0.218000 4:0.022097 5:0.086218 6:0.138914 7:0.223000 8:0.022518 9:0.090961 10:0.144440 11:0.215000 12:-0.017186 13:0.127064 14:0.086387 15:0.215000 16:-0.013659 17:0.126970 18:0.094017 19:0.525997 20:0.396625 21:0.259000 22:-0.034401 23:0.240135 24:0.150672 25:0.260000 26:-0.012509 27:0.222914 28:0.189431 29:0.256000 30:-0.037065 31:0.227296 32:0.133731 33:0.253000 34:-0.019650 35:0.214633 36:0.162966 37:0.014932 38:4.121741 39:0.372350 40:-0.180108 41:0.666206 42:0.138889 
42.369320 1:0.258000 2:0.104479 3:0.200000 4:0.039028 5:0.005392 6:0.052442 7:0.200000 8:0.006806 9:0.020820 10:0.029385 11:0.200000 12:0.007433 13:0.013777 14:0.021611 15:0.200000 16:-0.003112 17:0.020695 18:0.017280 19:0.299999 20:0.163592 21:0.200000 22:0.021918 23:0.037797 24:0.079401 25:0.200000 26:-0.031957 27:0.113873 28:0.044129 29:0.200000 30:-0.010582 31:0.062247 32:0.042979 33:0.200000 34:-0.024330 35:0.076550 36:0.032290 37:0.012836 38:4.169384 39:0.359141 40:-0.077931 41:0.492238 42:0.077778 
18.563120 1:0.241000 2:0.086261 3:0.200000 4:0.022618 5:0.007395 6:0.031030 7:0.200000 8:0.020313 9:0.009785 10:0.032359 11:0.200000 12:0.004761 13:0.014313 14:0.019213 15:0.200000 16:0.002217 17:0.015448 18:0.017724 19:0.278000 20:0.139047 21:0.200000 22:-0.002970 23:0.050227 24:0.045062 25:0.200000 26:-0.000604 27:0.056792 28:0.055651 29:0.200000 30:-0.010959 31:0.054623 32:0.036113 33:0.200000 34:-0.019828 35:0.064769 36:0.030786 37:0.013680 38:4.169468 39:0.404102 40:-0.144631 41:0.522987 42:0.077778 
76.235329 1:0.308999 2:0.154095 3:0.200000 4:0.049475 5:0.007004 6:0.078906 7:0.200000 8:0.040291 9:0.009174 10:0.065733 11:0.200000 12:0.020786 13:0.011965 14:0.036956 15:0.200000 16:0.021029 17:0.012006 18:0.037401 19:0.412998 20:0.296360 21:0.212000 22:0.025656 23:0.117908 24:0.192160 25:0.202000 26:0.006535 27:0.130808 28:0.150070 29:0.203000 30:-0.033023 31:0.155711 32:0.070482 33:0.203000 34:-0.028490 35:0.146539 36:0.073663 37:0.013624 38:4.043525 39:0.380010 40:0.038300 41:0.554697 42:0.088889 
66.044174 1:0.280000 2:0.138192 3:0.200000 4:0.049647 5:0.010805 6:0.091110 7:0.200000 8:0.007725 9:0.027012 10:0.038081 11:0.200000 12:-0.001644 13:0.028183 14:0.026026 15:0.200000 16:0.002569 17:0.024307 18:0.027604 19:0.347999 20:0.244950 21:0.200000 22:0.055413 23:0.045686 24:0.188899 25:0.200000 26:-0.046494 27:0.190656 28:0.063159 29:0.200000 30:-0.045309 31:0.157326 32:0.046672 33:0.200000 34:-0.038356 35:0.144078 36:0.051387 37:0.011475 38:3.907966 39:0.389721 40:0.019388 41:0.327367 42:0.033333 
11.324710 1:0.449998 2:0.312369 3:0.233000 4:0.059782 5:0.061301 6:0.198627 7:0.223000 8:-0.004831 9:0.126352 10:0.114669 11:0.221000 12:-0.025303 13:0.137918 14:0.079679 15:0.221000 16:-0.025105 17:0.138105 18:0.080216 19:0.511997 20:0.382295 21:0.253000 22:0.026743 23:0.155315 24:0.225824 25:0.251000 26:-0.046842 27:0.261364 28:0.135424 29:0.248000 30:-0.042759 31:0.220971 32:0.114021 33:0.249000 34:-0.047889 35:0.229316 36:0.109696 37:0.014334 38:4.107557 39:0.388578 40:-0.072097 41:0.559578 42:0.088889 
48.724457 1:0.291000 2:0.151485 3:0.200000 4:0.017662 5:0.042401 6:0.076351 7:0.200000 8:0.034734 9:0.021687 10:0.081636 11:0.200000 12:-0.008761 13:0.045196 14:0.031566 15:0.200000 16:-0.015105 17:0.052547 18:0.028568 19:0.364999 20:0.248463 21:0.200000 22:0.003921 23:0.126740 24:0.138114 25:0.200000 26:-0.010375 27:0.151237 28:0.120781 29:0.200000 30:-0.045781 31:0.168266 32:0.051854 33:0.200000 34:-0.050319 35:0.175059 36:0.047448 37:0.011828 38:3.593594 39:0.453546 40:-0.143647 41:0.407046 42:0.027778 
36.651333 1:0.292000 2:0.133125 3:0.200000 4:0.025521 5:0.017625 6:0.054984 7:0.200000 8:0.017594 9:0.021847 10:0.047497 11:0.200000 12:0.003594 13:0.025297 14:0.030059 15:0.200000 16:-0.000319 17:0.028513 18:0.028085 19:0.374998 20:0.227178 21:0.200000 22:0.010727 23:0.073213 24:0.098181 25:0.200000 26:-0.003075 27:0.093410 28:0.086068 29:0.200000 30:-0.007642 31:0.082341 32:0.065788 33:0.200000 34:-0.008779 35:0.083290 36:0.064317 37:0.012932 38:4.066195 39:0.409617 40:-0.272106 41:0.485570 42:0.066667 
30.248804 1:0.411998 2:0.263171 3:0.226000 4:0.089187 5:0.020534 6:0.201819 7:0.200000 8:-0.029338 9:0.129123 10:0.058755 11:0.201000 12:-0.038933 13:0.129654 14:0.042390 15:0.201000 16:-0.030601 17:0.116752 18:0.048621 19:0.528997 20:0.356472 21:0.275000 22:0.095681 23:0.066096 24:0.274911 25:0.250000 26:-0.065694 27:0.239878 28:0.082975 29:0.252000 30:-0.071896 31:0.223315 32:0.064323 33:0.251000 34:-0.062321 35:0.211959 36:0.072803 37:0.013160 38:4.168291 39:0.428757 40:1.437764 41:0.418568 42:0.050000 
32.255680 1:0.233000 2:0.072837 3:0.200000 4:0.022810 5:0.004246 6:0.024363 7:0.200000 8:0.023112 9:0.004888 10:0.026257 11:0.200000 12:0.008009 13:0.008011 14:0.014744 15:0.200000 16:0.007048 17:0.008241 18:0.014132 19:0.269000 20:0.124177 21:0.200000 22:0.001212 23:0.038947 24:0.040878 25:0.200000 26:0.003415 27:0.043432 28:0.049290 29:0.200000 30:-0.009490 31:0.045230 32:0.030570 33:0.200000 34:-0.016889 35:0.053178 36:0.026661 37:0.013534 38:4.201106 39:0.393622 40:-0.151249 41:0.526802 42:0.083333 
42.538559 1:0.404998 2:0.246430 3:0.200000 4:0.018616 5:0.063518 6:0.106427 7:0.202000 8:0.035202 9:0.049233 10:0.129888 11:0.200000 12:-0.008761 13:0.076389 14:0.058304 15:0.200000 16:-0.008695 17:0.075698 18:0.057827 19:0.551996 20:0.385828 21:0.260000 22:-0.006210 23:0.207091 24:0.190753 25:0.259000 26:0.013364 27:0.169145 28:0.203262 29:0.252000 30:-0.033051 31:0.200435 32:0.120444 33:0.253000 34:-0.036700 35:0.202198 36:0.114487 37:0.010742 38:4.375274 39:0.363005 40:0.221803 41:0.321739 42:0.050000 
50.188908 1:0.270000 2:0.117084 3:0.200000 4:0.035605 5:0.007835 6:0.053104 7:0.200000 8:0.025132 9:0.013832 10:0.047432 11:0.200000 12:0.009971 13:0.014570 14:0.025744 15:0.200000 16:0.008474 17:0.015280 18:0.024771 19:0.331999 20:0.214409 21:0.200000 22:0.003830 23:0.086087 24:0.095277 25:0.200000 26:-0.005555 27:0.107150 28:0.093144 29:0.200000 30:-0.013786 31:0.090500 32:0.060457 33:0.200000 34:-0.017101 35:0.094125 36:0.056945 37:0.014053 38:3.776822 39:0.444101 40:-0.452161 41:0.543556 42:0.066667 
10.234731 1:0.253000 2:0.103392 3:0.200000 4:0.020089 5:0.012787 6:0.037308 7:0.200000 8:0.019810 9:0.014757 10:0.040177 11:0.200000 12:0.002962 13:0.021622 14:0.025234 15:0.200000 16:-0.001586 17:0.023980 18:0.022062 19:0.288000 20:0.154580 21:0.200000 22:-0.004882 23:0.058039 24:0.049040 25:0.200000 26:0.000186 27:0.063112 28:0.063486 29:0.200000 30:-0.010331 31:0.062129 32:0.043296 33:0.200000 34:-0.021265 35:0.073518 36:0.034736 37:0.013672 38:4.154714 39:0.406004 40:-0.146007 41:0.507004 42:0.072222 
6.724372 1:0.388998 2:0.231435 3:0.200000 4:0.020422 5:0.051449 6:0.095003 7:0.200000 8:0.010369 9:0.061543 10:0.083758 11:0.200000 12:-0.000356 13:0.070888 14:0.070135 15:0.200000 16:-0.006357 17:0.078296 18:0.064757 19:0.450998 20:0.298735 21:0.215000 22:0.003174 23:0.115249 24:0.123226 25:0.215000 26:-0.010573 27:0.133646 28:0.106993 29:0.212000 30:-0.006724 31:0.119542 32:0.102948 33:0.212000 34:-0.007723 35:0.120934 36:0.101866 37:0.012551 38:4.114348 39:0.400610 40:-0.271665 41:0.528440 42:0.077778 
10.088204 1:0.453997 2:0.299218 3:0.224000 4:0.048313 5:0.058699 6:0.167877 7:0.218000 8:0.002709 9:0.098583 10:0.104765 11:0.215000 12:-0.019489 13:0.122791 14:0.078116 15:0.214000 16:-0.005736 17:0.106355 18:0.093103 19:0.527997 20:0.370655 21:0.250000 22:0.037400 23:0.119817 24:0.212509 25:0.248000 26:-0.039971 27:0.205740 28:0.108777 29:0.246000 30:-0.030844 31:0.189044 32:0.114557 33:0.245000 34:-0.020788 35:0.177769 36:0.127036 37:0.011145 38:4.013454 39:0.337855 40:1.070429 41:0.419952 42:0.050000 
46.682362 1:0.332999 2:0.191589 3:0.200000 4:0.022884 5:0.039576 6:0.084190 7:0.200000 8:0.039283 9:0.023975 10:0.096985 11:0.200000 12:0.002554 13:0.041595 14:0.045851 15:0.200000 16:0.003893 17:0.040266 18:0.046735 19:0.448998 20:0.327836 21:0.219000 22:-0.000671 23:0.151213 24:0.149362 25:0.223000 26:0.011694 27:0.136948 28:0.168763 29:0.216000 30:-0.022121 31:0.158889 32:0.101480 33:0.215000 34:-0.020705 35:0.157263 36:0.103178 37:0.020492 38:4.214439 39:0.481008 40:-0.151923 41:0.663498 42:0.150000 
7.557460 1:0.365999 2:0.176717 3:0.200000 4:0.011374 5:0.032095 6:0.050395 7:0.200000 8:0.011352 9:0.031098 10:0.049105 11:0.200000 12:-0.001242 13:0.039045 14:0.037113 15:0.200000 16:-0.004865 17:0.041226 18:0.033727 19:0.405998 20:0.215887 21:0.200000 22:0.010827 23:0.054830 24:0.076904 25:0.200000 26:0.004323 27:0.060415 28:0.069182 29:0.200000 30:0.001234 31:0.060951 32:0.063405 33:0.200000 34:-0.005707 35:0.067380 36:0.056087 37:0.011158 38:3.548630 39:0.427385 40:-0.337647 41:0.335314 42:0.022222 
48.616158 1:0.291000 2:0.150054 3:0.200000 4:0.017355 5:0.042240 6:0.075463 7:0.200000 8:0.034588 9:0.021398 10:0.080742 11:0.200000 12:-0.008979 13:0.044986 14:0.031084 15:0.200000 16:-0.015081 17:0.052038 18:0.028225 19:0.363999 20:0.247135 21:0.200000 22:0.005155 23:0.124153 24:0.139057 25:0.200000 26:-0.009596 27:0.148614 28:0.120586 29:0.200000 30:-0.047149 31:0.169118 32:0.049863 33:0.200000 34:-0.051025 35:0.174720 36:0.046055 37:0.011529 38:3.624001 39:0.439764 40:-0.147480 41:0.401030 42:0.027778 
79.847481 1:0.284000 2:0.122063 3:0.200000 4:0.026893 5:0.006491 6:0.035256 7:0.200000 8:0.053074 9:0.001201 10:0.060620 11:0.200000 12:0.022440 13:0.005895 14:0.027632 15:0.200000 16:0.021709 17:0.006163 18:0.027239 19:0.406998 20:0.256457 21:0.200000 22:-0.011806 23:0.124654 24:0.093638 25:0.211000 26:0.069724 27:0.025483 28:0.175794 29:0.200000 30:-0.012406 31:0.094865 32:0.066848 33:0.200000 34:-0.015023 35:0.098170 36:0.064231 37:0.008389 38:4.498802 39:0.298843 40:0.100603 41:0.185318 42:0.016667 
43.661388 1:0.330999 2:0.183416 3:0.200000 4:0.017719 5:0.041962 6:0.075888 7:0.200000 8:0.037924 9:0.023906 10:0.093504 11:0.200000 12:-0.004925 13:0.047586 14:0.039407 15:0.200000 16:0.000514 17:0.041865 18:0.042708 19:0.411998 20:0.284764 21:0.206000 22:-0.001902 23:0.135233 24:0.129917 25:0.207000 26:0.015040 27:0.100974 28:0.140721 29:0.202000 30:-0.026643 31:0.143781 32:0.075267 33:0.202000 34:-0.022745 35:0.140818 36:0.081659 37:0.008996 38:4.398207 39:0.169872 40:-0.312183 41:0.490513 42:0.100000 
35.737358 1:0.301999 2:0.144237 3:0.200000 4:0.023280 5:0.025031 6:0.063004 7:0.200000 8:0.024045 9:0.020382 10:0.056935 11:0.200000 12:-0.006809 13:0.036742 14:0.027074 15:0.200000 16:0.004238 17:0.027072 18:0.032916 19:0.368999 20:0.232325 21:0.200000 22:0.010877 23:0.093215 24:0.121570 25:0.200000 26:-0.001339 27:0.096551 28:0.093261 29:0.200000 30:-0.024970 31:0.106362 32:0.051347 33:0.200000 34:-0.019536 35:0.101334 36:0.057820 37:0.013308 38:4.513541 39:0.232866 40:0.772366 41:0.690321 42:0.255556 
15.821826 1:0.445998 2:0.331909 3:0.230000 4:0.035918 5:0.101878 6:0.193553 7:0.224000 8:0.032591 9:0.097389 10:0.180652 11:0.220000 12:-0.017731 13:0.155664 14:0.110074 15:0.221000 16:-0.025609 17:0.167610 18:0.101906 19:0.540996 20:0.443253 21:0.272000 22:-0.006728 23:0.269996 24:0.250625 25:0.263000 26:-0.023197 27:0.268118 28:0.202637 29:0.262000 30:-0.040621 31:0.282617 32:0.170325 33:0.262000 34:-0.046711 35:0.294709 36:0.164943 37:0.018274 38:4.159848 39:0.429124 40:0.095390 41:0.648950 42:0.138889 
12.564926 1:0.212000 2:0.168565 3:0.200000 4:-0.005443 5:0.067700 6:0.056881 7:0.200000 8:-0.005829 9:0.062553 10:0.051471 11:0.200000 12:-0.034363 13:0.088524 14:0.025779 15:0.200000 16:-0.036439 17:0.091406 18:0.024676 19:0.233000 20:0.214699 21:0.200000 22:-0.034420 23:0.156937 24:0.067056 25:0.200000 26:-0.040325 27:0.157378 28:0.055682 29:0.200000 30:-0.046829 31:0.158828 32:0.044887 33:0.200000 34:-0.049790 35:0.162921 36:0.042093 37:0.009596 38:2.899213 39:0.222214 40:-0.026520 41:0.363576 42:0.011111 
12.802733 1:0.411998 2:0.272987 3:0.210000 4:0.045778 5:0.050553 6:0.157069 7:0.203000 8:0.000579 9:0.092079 10:0.093457 11:0.200000 12:-0.018539 13:0.114930 14:0.070286 15:0.200000 16:-0.005606 17:0.098354 18:0.084836 19:0.482997 20:0.346705 21:0.236000 22:0.034736 23:0.112830 24:0.201935 25:0.233000 26:-0.039720 27:0.200940 28:0.100270 29:0.230000 30:-0.030786 31:0.181982 32:0.104384 33:0.229000 34:-0.021024 35:0.170725 36:0.117066 37:0.010909 38:4.003904 39:0.331103 40:1.073503 41:0.422544 42:0.050000 
67.090454 1:0.280000 2:0.115631 3:0.200000 4:0.037184 5:0.004318 6:0.045764 7:0.200000 8:0.037819 9:0.003426 10:0.043799 11:0.200000 12:0.023599 13:0.005123 14:0.027437 15:0.200000 16:0.021435 17:0.005794 18:0.026102 19:0.394998 20:0.238315 21:0.200000 22:0.025062 23:0.060204 24:0.119207 25:0.200000 26:0.019257 27:0.063527 28:0.108114 29:0.200000 30:0.005085 31:0.061343 32:0.071794 33:0.200000 34:-0.006177 35:0.073204 36:0.060486 37:0.009686 38:4.188491 39:0.356855 40:-0.282983 41:0.249807 42:0.022222 
46.920151 1:0.278000 2:0.116054 3:0.200000 4:0.027006 5:0.011743 6:0.046662 7:0.200000 8:0.019405 9:0.015781 10:0.041198 11:0.200000 12:0.006383 13:0.017127 14:0.024433 15:0.200000 16:0.003693 17:0.019115 18:0.023402 19:0.358999 20:0.209468 21:0.200000 22:0.013392 23:0.061748 24:0.091128 25:0.200000 26:0.001983 27:0.075888 28:0.080305 29:0.200000 30:-0.005341 31:0.067621 32:0.057001 33:0.200000 34:-0.009725 35:0.072596 36:0.053209 37:0.012282 38:4.016742 39:0.380431 40:-0.276865 41:0.489751 42:0.066667 
40.338482 1:0.289000 2:0.154571 3:0.200000 4:0.062910 5:0.008381 6:0.117178 7:0.200000 8:-0.019582 9:0.066854 10:0.032583 11:0.200000 12:-0.015889 13:0.051316 14:0.026632 15:0.200000 16:-0.017755 17:0.053954 18:0.026085 19:0.360999 20:0.254966 21:0.200000 22:0.063223 23:0.037163 24:0.197837 25:0.200000 26:-0.064174 27:0.220678 28:0.045779 29:0.200000 30:-0.043524 31:0.159403 32:0.050968 33:0.200000 34:-0.046293 35:0.164943 36:0.049109 37:0.011827 38:3.928374 39:0.277893 40:0.068815 41:0.586871 42:0.100000 
